Device,Device Group,First Name,Device ID,User ID,Last Name,Driver,Driver Group,Depart Date,Start Date,Start During Work Hours,Driving Duration,Stop Date,Stop During Work Hours,Distance,Stop Duration,Origin,Destination,Stop Zone Types,Idling Duration,Maximum Speed,Start of Trip Engine Hours,End of Trip Engine Hours,Linked Assets
C 3493,"Vehicle, Diesel, Daily Reports",0,b6,0,0,0,0,46274.52622,46274.52622,TRUE,0.004560185,46274.53078,TRUE,2.842152834,0.004965278,"117963,Rubis Coverley, 117291,MASSY STORES BARBADOS - COVERLY: Coconut Lane, The Villages at Coverly, Christ Church, Barbados","3GJ5+5G3, Charnocks, Christ Church Barbados",0,0.004965278,90,236.6010414,236.6105668,0
C 3493,"Vehicle, Diesel, Daily Reports",0,b6,0,0,0,0,46274.53574,46274.53574,TRUE,0.000810185,46274.53655,TRUE,0.070359401,0.012233796,"3GJ5+5G3, Charnocks, Christ Church Barbados","Tom Adams Hwy, Barbados",0,0.012233796,10,236.6105668,236.6236108,0
C 3493,"Vehicle, Diesel, Daily Reports",0,b6,0,0,0,0,46274.54878,46274.54878,TRUE,0.003831019,46274.55262,TRUE,2.947565079,0.016423611,"Tom Adams Hwy, Barbados","Pilgrim Road, Oistins, Barbados",0,0.016423611,77,236.6236108,236.6438654,0
C 3493,"Vehicle, Diesel, Daily Reports",0,b6,0,0,0,0,46274.56904,46274.56904,TRUE,0.01119213,46274.58023,TRUE,8.167532921,0.009282407,"Pilgrim Road, Oistins, Barbados","Inch Marlow, Barbados",0,0.009282407,65,236.6438654,236.66434,0
C 3493,"Vehicle, Diesel, Daily Reports",0,b6,0,0,0,0,46274.58951,46274.58951,TRUE,0.000729167,46274.59024,TRUE,0.081728168,0.029837963,"Inch Marlow, Barbados","Inch Marlow, Barbados",0,0.029837963,17,236.66434,236.6949071,0
C 3493,"Vehicle, Diesel, Daily Reports",0,b6,0,0,0,0,46274.62008,46274.62008,TRUE,0.006909722,46274.62699,TRUE,4.495084763,0.011840278,"Inch Marlow, Barbados","Oistins, Highway 7, Oistins, Barbados",0,0.011840278,65,236.6949071,236.7136571,0
C 3493,"Vehicle, Diesel, Daily Reports",0,b6,0,0,0,0,46274.63883,46274.63883,TRUE,0.001921296,46274.64075,TRUE,0.404367477,0.003576389,"Oistins, Highway 7, Oistins, Barbados","3F73+XQ4, Welches No.1 cul-de-sac, Oistins, Christ Church Barbados",0,0.003576389,53,236.7136571,236.7191548,0
C 3493,"Vehicle, Diesel, Daily Reports",0,b6,0,0,0,0,46274.64433,46274.64433,TRUE,0.004398148,46274.64873,TRUE,1.685977936,0.017222222,"3F73+XQ4, Welches No.1 cul-de-sac, Oistins, Christ Church Barbados","3FF6+HJ3, Oistins, Barbados",0,0.017222222,52,236.7191548,236.7407752,0
C 3493,"Vehicle, Diesel, Daily Reports",0,b6,0,0,0,0,46274.66595,46274.66595,TRUE,0.002314815,46274.66826,TRUE,0.741502464,0.011215278,"3FF6+HJ3, Oistins, Barbados","319 Kingsland Dr, Oistins, Christ Church Barbados",0,0.011215278,48,236.7407752,236.7543052,0
C 3493,"Vehicle, Diesel, Daily Reports",0,b6,0,0,0,0,46274.67948,46274.67948,TRUE,0.007372685,46274.68685,TRUE,4.34360075,0.024178241,"319 Kingsland Dr, Oistins, Christ Church Barbados","Sheraton Mall Village, Oistins, Barbados",0,0.024178241,81,236.7543052,236.7858562,0
C 3493,"Vehicle, Diesel, Daily Reports",0,b6,0,0,0,0,46274.71103,46274.71103,FALSE,0.021793981,46274.73282,FALSE,10.33847809,0.094109525,"Sheraton Mall Village, Oistins, Barbados","49PV+JC5, Barbados, SMJ Barbados Head Office: 1st Avenue Lowland Drive, Barbados","Customer Zone, Office Zone",0.000289352,98,236.7858562,236.8083335,0
C 3493,"Vehicle, Diesel, Daily Reports",0,b6,0,0,0,0,46274.82693,46274.82693,FALSE,0.000207604,46274.82714,FALSE,0.02209409,0.025151192,"49PV+JC5, Barbados, SMJ Barbados Head Office: 1st Avenue Lowland Drive, Barbados","49PV+JC5, Barbados, SMJ Barbados Head Office: 1st Avenue Lowland Drive, Barbados","Customer Zone, Office Zone",0.000219907,0,236.8083335,236.8083333,0
C 3493,"Vehicle, Diesel, Daily Reports",0,b6,0,0,0,0,46274.85229,46274.85229,FALSE,0.0005664,46274.85286,FALSE,0.021567842,0.000173611,"49PV+JC5, Barbados, SMJ Barbados Head Office: 1st Avenue Lowland Drive, Barbados","49PV+JC5, Barbados, SMJ Barbados Head Office: 1st Avenue Lowland Drive, Barbados","Customer Zone, Office Zone",1.15741E-05,2,236.8083333,236.8083333,0
C 3493,"Vehicle, Diesel, Daily Reports",0,b6,0,0,0,0,46274.85303,46274.85303,FALSE,1.15741E-05,46274.85304,FALSE,0.000138889,0.006401192,"49PV+JC5, Barbados, SMJ Barbados Head Office: 1st Avenue Lowland Drive, Barbados","49PV+JC5, Barbados, SMJ Barbados Head Office: 1st Avenue Lowland Drive, Barbados","Customer Zone, Office Zone",0.000509259,1,236.8083333,236.8088333,0
C 3493,"Vehicle, Diesel, Daily Reports",0,b6,0,0,0,0,46274.85945,46274.85945,FALSE,0.000577975,46274.86002,FALSE,0.01255147,0.04173684,"49PV+JC5, Barbados, SMJ Barbados Head Office: 1st Avenue Lowland Drive, Barbados","49PV+JC5, Barbados, SMJ Barbados Head Office: 1st Avenue Lowland Drive, Barbados","Customer Zone, Office Zone",0.000509259,2,236.8088333,236.8083333,0
C 3493,"Vehicle, Diesel, Daily Reports",0,b6,0,0,0,0,46274.90176,46274.90176,FALSE,0.001283993,46274.90304,FALSE,0.185124606,0.407338692,"49PV+JC5, Barbados, SMJ Barbados Head Office: 1st Avenue Lowland Drive, Barbados","49PV+JC5, Barbados, 117234,Hannah Moore: Highway 2, Barbados",Customer Zone,0.000173611,12,236.8083333,236.8125,0
C 3493,"Vehicle, Diesel, Daily Reports",0,b6,0,0,0,0,46275.31038,46275.31038,FALSE,0.001723808,46275.31211,FALSE,0.077809222,0.007917396,"49PV+JC5, Barbados, 117234,Hannah Moore: Highway 2, Barbados","49PV+JC5, Barbados, SMJ Barbados Head Office: 1st Avenue Lowland Drive, Barbados","Customer Zone, Office Zone",6.94444E-05,10,236.8125,236.8125,0
C 3493,"Vehicle, Diesel, Daily Reports",0,b6,0,0,0,0,46275.32002,46275.32002,FALSE,0.000577975,46275.3206,FALSE,0.042634744,0.005776192,"49PV+JC5, Barbados, SMJ Barbados Head Office: 1st Avenue Lowland Drive, Barbados","49PV+JC5, Barbados, SMJ Barbados Head Office: 1st Avenue Lowland Drive, Barbados","Customer Zone, Office Zone",0.001585648,7,236.8125,236.8166667,0
C 3493,"Vehicle, Diesel, Daily Reports",0,b6,0,0,0,0,46275.32638,46275.32638,FALSE,0.000786308,46275.32716,FALSE,0.018405698,0.018506944,"49PV+JC5, Barbados, SMJ Barbados Head Office: 1st Avenue Lowland Drive, Barbados","49PV+JC5, Barbados: 1st Avenue Lowland Drive, Barbados",Customer Zone,0.018506944,3,236.8166667,236.8348324,0
C 3493,"Vehicle, Diesel, Daily Reports",0,b6,0,0,0,0,46275.34567,46275.34567,TRUE,0.030381944,46275.37605,TRUE,9.660648346,0.003229167,"49PV+JC5, Barbados: 1st Avenue Lowland Drive, Barbados","3CX2+29W, Erdiston Rd, Bridgetown, Saint Michael Barbados",0,0.003229167,55,236.8348324,236.8688423,0
C 3493,"Vehicle, Diesel, Daily Reports",0,b6,0,0,0,0,46275.37928,46275.37928,TRUE,0.000497685,46275.37978,TRUE,0.082192607,0.009456019,"3CX2+29W, Erdiston Rd, Bridgetown, Saint Michael Barbados","3CX2+29W, Erdiston Rd, Bridgetown, Saint Michael Barbados",0,0.009456019,15,236.8688423,236.8795252,0
C 3493,"Vehicle, Diesel, Daily Reports",0,b6,0,0,0,0,46275.38924,46275.38924,TRUE,0.018981481,46275.40822,TRUE,5.30050087,0.011122685,"3CX2+29W, Erdiston Rd, Bridgetown, Saint Michael Barbados","Salters Warehouse Complex, Salters, Salters, Barbados",0,0.011122685,63,236.8795252,236.9096296,0
C 3493,"Vehicle, Diesel, Daily Reports",0,b6,0,0,0,0,46275.41934,46275.41934,TRUE,0.026759259,46275.4461,TRUE,17.97180367,0.011423611,"Salters Warehouse Complex, Salters, Salters, Barbados","117853,K.B'S BAR: 6CVQ+96 Windy Hill, Barbados",Customer Zone,0.011423611,72,236.9096296,236.9467934,0
C 3493,"Vehicle, Diesel, Daily Reports",0,b6,0,0,0,0,46275.45752,46275.45752,TRUE,0.000347222,46275.45787,TRUE,0.022897106,0.023877315,"117853,K.B'S BAR: 6CVQ+96 Windy Hill, Barbados","117853,K.B'S BAR: 6CVQ+96 Windy Hill, Barbados",Customer Zone,0.023877315,7,236.9467934,236.9720365,0
C 3493,"Vehicle, Diesel, Daily Reports",0,b6,0,0,0,0,46275.48175,46275.48175,TRUE,0.002164352,46275.48391,TRUE,0.511899233,0.004444444,"117853,K.B'S BAR: 6CVQ+96 Windy Hill, Barbados","Ermy Bourne Hwy, Windy Hill, Barbados",0,0.004444444,31,236.9720365,236.9786453,0
C 3493,"Vehicle, Diesel, Daily Reports",0,b6,0,0,0,0,46275.48836,46275.48836,TRUE,0.000138889,46275.4885,TRUE,0.003780484,0.012546296,"Ermy Bourne Hwy, Windy Hill, Barbados","6CWP+JFF, Ermy Bourne Hwy, Belleplaine, Barbados",0,0.012546296,4,236.9786453,236.9903703,0
C 3493,"Vehicle, Diesel, Daily Reports",0,b6,0,0,0,0,46275.50104,46275.50104,TRUE,0.000752315,46275.50179,TRUE,0.044215795,0.02125,"6CWP+JFF, Ermy Bourne Hwy, Belleplaine, Barbados","Ermy Bourne Hwy, Windy Hill, Barbados",0,0.02125,6,236.9903703,237.0133333,0
C 3493,"Vehicle, Diesel, Daily Reports",0,b6,0,0,0,0,46275.52304,46275.52304,TRUE,0.009212963,46275.53226,TRUE,8.847236633,0.013576389,"Ermy Bourne Hwy, Windy Hill, Barbados","Maynards/Retreat Rd, Mile and A Quarter, Barbados",0,0.013576389,90,237.0133333,237.0361227,0
C 3493,"Vehicle, Diesel, Daily Reports",0,b6,0,0,0,0,46275.54583,46275.54583,TRUE,0.004189815,46275.55002,TRUE,3.814181566,0.008020833,"Maynards/Retreat Rd, Mile and A Quarter, Barbados","Highway 1C, Benthams, Barbados",0,0.008020833,65,237.0361227,237.0483333,0
C 3493,"Vehicle, Diesel, Daily Reports",0,b6,0,0,0,0,46275.55804,46275.55804,TRUE,0.010590278,46275.56863,TRUE,7.086381435,0.003217593,"Highway 1C, Benthams, Barbados","Round The Town, Warleigh, Barbados",0,0.003217593,76,237.0483333,237.0621412,0
C 3493,"Vehicle, Diesel, Daily Reports",0,b6,0,0,0,0,46275.57185,46275.57185,TRUE,0.001041667,46275.57289,TRUE,0.022466267,0.005833333,"Round The Town, Warleigh, Barbados","Round The Town, Warleigh, Barbados",0,0.005833333,3,237.0621412,237.0690162,0
C 3493,"Vehicle, Diesel, Daily Reports",0,b6,0,0,0,0,46275.57873,46275.57873,TRUE,0.005347222,46275.58407,TRUE,1.637692332,0.032199074,"Round The Town, Warleigh, Barbados","Queen's St, Speightstown, Barbados",0,0.032199074,44,237.0690162,237.1065625,0
C 3493,"Vehicle, Diesel, Daily Reports",0,b6,0,0,0,0,46275.61627,46275.61627,TRUE,0.005208333,46275.62148,TRUE,2.587456703,0.021863426,"Queen's St, Speightstown, Barbados","Mullins Terrace, Mullins, Barbados",0,0.021863426,57,237.1065625,237.1336339,0
C 3493,"Vehicle, Diesel, Daily Reports",0,b6,0,0,0,0,46275.64334,46275.64334,TRUE,0.007974537,46275.65132,TRUE,5.109582901,0.003553241,"Mullins Terrace, Mullins, Barbados","116044,Rubis road veiw: Mullins Terrace, Mullins, Barbados",Customer Zone,0.003553241,66,237.1336339,237.1451617,0
C 3493,"Vehicle, Diesel, Daily Reports",0,b6,0,0,0,0,46275.65487,46275.65487,TRUE,0.00724537,46275.66212,TRUE,5.89306879,0.003356481,"116044,Rubis road veiw: Mullins Terrace, Mullins, Barbados","Sunset Crest Service Station, Holetown, Barbados",0,0.003356481,77,237.1451617,237.1557636,0
C 3493,"Vehicle, Diesel, Daily Reports",0,b6,0,0,0,0,46275.66547,46275.66547,TRUE,0.00462963,46275.6701,TRUE,2.790884733,0.00337963,"Sunset Crest Service Station, Holetown, Barbados","5977+27J, Highway 1, BB24009, Barbados",0,0.00337963,61,237.1557636,237.1637729,0
C 3493,"Vehicle, Diesel, Daily Reports",0,b6,0,0,0,0,46275.67348,46275.67348,TRUE,0.014988426,46275.68847,TRUE,7.736302853,0.209560903,"5977+27J, Highway 1, BB24009, Barbados","49PV+JC5, Barbados, SMJ Barbados Head Office: 1st Avenue Lowland Drive, Barbados","Customer Zone, Office Zone",0.000138889,68,237.1637729,237.1791667,0
C 3493,"Vehicle, Diesel, Daily Reports",0,b6,0,0,0,0,46275.89803,46275.89803,FALSE,0.000751586,46275.89878,FALSE,0.044665065,0.02829934,"49PV+JC5, Barbados, SMJ Barbados Head Office: 1st Avenue Lowland Drive, Barbados","49PV+JC5, Barbados: 1st Avenue Lowland Drive, Barbados",Customer Zone,1.15741E-05,6,237.1791667,237.1791667,0
C 3493,"Vehicle, Diesel, Daily Reports",0,b6,0,0,0,0,46275.92708,46275.92708,FALSE,0.000774734,46275.92786,FALSE,0.078605451,0.000231481,"49PV+JC5, Barbados: 1st Avenue Lowland Drive, Barbados","49PV+JC5, Barbados: Highway 2, Barbados",Customer Zone,9.25926E-05,8,237.1791667,237.1791667,0
